,C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
48691,N039,R251,01-00-00,96 ST,BC,IND,06/29/2020,04:00:00,REGULAR,2896840,1013526
48692,N039,R251,01-00-00,96 ST,BC,IND,06/29/2020,08:00:00,REGULAR,2896863,1013540
48693,N039,R251,01-00-00,96 ST,BC,IND,06/29/2020,12:00:00,REGULAR,2896909,1013569
48694,N039,R251,01-00-00,96 ST,BC,IND,06/29/2020,16:00:00,REGULAR,2897021,1013594
48695,N039,R251,01-00-00,96 ST,BC,IND,06/29/2020,20:00:00,REGULAR,2897172,1013634
48696,N039,R251,01-00-00,96 ST,BC,IND,06/30/2020,00:00:00,REGULAR,2897200,1013648
48733,N039,R251,01-00-01,96 ST,BC,IND,06/29/2020,04:00:00,REGULAR,311563,152538
48734,N039,R251,01-00-01,96 ST,BC,IND,06/29/2020,08:00:00,REGULAR,311593,152563
48735,N039,R251,01-00-01,96 ST,BC,IND,06/29/2020,12:00:00,REGULAR,311660,152612
48736,N039,R251,01-00-01,96 ST,BC,IND,06/29/2020,16:00:00,REGULAR,311763,152651
48737,N039,R251,01-00-01,96 ST,BC,IND,06/29/2020,20:00:00,REGULAR,311946,152688
48738,N039,R251,01-00-01,96 ST,BC,IND,06/30/2020,00:00:00,REGULAR,311995,152697
48775,N039,R251,01-00-02,96 ST,BC,IND,06/29/2020,04:00:00,REGULAR,6271727,5957075
48776,N039,R251,01-00-02,96 ST,BC,IND,06/29/2020,08:00:00,REGULAR,6271743,5957161
48777,N039,R251,01-00-02,96 ST,BC,IND,06/29/2020,12:00:00,REGULAR,6271785,5957301
48778,N039,R251,01-00-02,96 ST,BC,IND,06/29/2020,16:00:00,REGULAR,6271880,5957412
48779,N039,R251,01-00-02,96 ST,BC,IND,06/29/2020,20:00:00,REGULAR,6272051,5957521
48780,N039,R251,01-00-02,96 ST,BC,IND,06/30/2020,00:00:00,REGULAR,6272083,5957563
48817,N039,R251,01-06-00,96 ST,BC,IND,06/29/2020,04:00:00,REGULAR,606701,218595
48818,N039,R251,01-06-00,96 ST,BC,IND,06/29/2020,08:00:00,REGULAR,606701,218596
48819,N039,R251,01-06-00,96 ST,BC,IND,06/29/2020,12:00:00,REGULAR,606703,218599
48820,N039,R251,01-06-00,96 ST,BC,IND,06/29/2020,16:00:00,REGULAR,606707,218599
48821,N039,R251,01-06-00,96 ST,BC,IND,06/29/2020,20:00:00,REGULAR,606712,218602
48822,N039,R251,01-06-00,96 ST,BC,IND,06/30/2020,00:00:00,REGULAR,606712,218602
48859,N039,R251,01-06-01,96 ST,BC,IND,06/29/2020,04:00:00,REGULAR,982950,637503
48860,N039,R251,01-06-01,96 ST,BC,IND,06/29/2020,08:00:00,REGULAR,982951,637508
48861,N039,R251,01-06-01,96 ST,BC,IND,06/29/2020,12:00:00,REGULAR,982953,637520
48862,N039,R251,01-06-01,96 ST,BC,IND,06/29/2020,16:00:00,REGULAR,982973,637524
48863,N039,R251,01-06-01,96 ST,BC,IND,06/29/2020,20:00:00,REGULAR,983025,637532
48864,N039,R251,01-06-01,96 ST,BC,IND,06/30/2020,00:00:00,REGULAR,983028,637534
48901,N040,R251,00-00-00,96 ST,BC,IND,06/29/2020,04:00:00,REGULAR,728547,1909931
48902,N040,R251,00-00-00,96 ST,BC,IND,06/29/2020,08:00:00,REGULAR,728552,1909994
48903,N040,R251,00-00-00,96 ST,BC,IND,06/29/2020,12:00:00,REGULAR,728559,1910134
48904,N040,R251,00-00-00,96 ST,BC,IND,06/29/2020,16:00:00,REGULAR,728581,1910240
48905,N040,R251,00-00-00,96 ST,BC,IND,06/29/2020,20:00:00,REGULAR,728616,1910326
48906,N040,R251,00-00-00,96 ST,BC,IND,06/30/2020,00:00:00,REGULAR,728626,1910342
48943,N040,R251,00-00-01,96 ST,BC,IND,06/29/2020,04:00:00,REGULAR,8283492,10737483
48944,N040,R251,00-00-01,96 ST,BC,IND,06/29/2020,08:00:00,REGULAR,8283497,10737560
48945,N040,R251,00-00-01,96 ST,BC,IND,06/29/2020,12:00:00,REGULAR,8283524,10737675
48946,N040,R251,00-00-01,96 ST,BC,IND,06/29/2020,16:00:00,REGULAR,8283569,10737775
48947,N040,R251,00-00-01,96 ST,BC,IND,06/29/2020,20:00:00,REGULAR,8283648,10737874
48948,N040,R251,00-00-01,96 ST,BC,IND,06/30/2020,00:00:00,REGULAR,8283659,10737900
48985,N040,R251,00-00-02,96 ST,BC,IND,06/29/2020,04:00:00,REGULAR,11915559,7500649
48986,N040,R251,00-00-02,96 ST,BC,IND,06/29/2020,08:00:00,REGULAR,11915589,7500747
48987,N040,R251,00-00-02,96 ST,BC,IND,06/29/2020,12:00:00,REGULAR,11915699,7500940
48988,N040,R251,00-00-02,96 ST,BC,IND,06/29/2020,16:00:00,REGULAR,11915867,7501048
48989,N040,R251,00-00-02,96 ST,BC,IND,06/29/2020,20:00:00,REGULAR,11916051,7501148
48990,N040,R251,00-00-02,96 ST,BC,IND,06/30/2020,00:00:00,REGULAR,11916105,7501173
146268,R168A,R168,00-00-00,96 ST,123,IRT,06/29/2020,05:00:00,REGULAR,2016466,2093001
146269,R168A,R168,00-00-00,96 ST,123,IRT,06/29/2020,09:00:00,REGULAR,2016520,2093130
146270,R168A,R168,00-00-00,96 ST,123,IRT,06/29/2020,13:00:00,REGULAR,2016589,2093237
146271,R168A,R168,00-00-00,96 ST,123,IRT,06/29/2020,17:00:00,REGULAR,2016709,2093367
146272,R168A,R168,00-00-00,96 ST,123,IRT,06/29/2020,21:00:00,REGULAR,2016776,2093448
146273,R168A,R168,00-00-00,96 ST,123,IRT,06/30/2020,01:00:00,REGULAR,2016795,2093474
146310,R168A,R168,00-00-01,96 ST,123,IRT,06/29/2020,05:00:00,REGULAR,6373425,2656616
146311,R168A,R168,00-00-01,96 ST,123,IRT,06/29/2020,09:00:00,REGULAR,6373478,2656723
146312,R168A,R168,00-00-01,96 ST,123,IRT,06/29/2020,13:00:00,REGULAR,6373547,2656820
146313,R168A,R168,00-00-01,96 ST,123,IRT,06/29/2020,17:00:00,REGULAR,6373659,2656924
146314,R168A,R168,00-00-01,96 ST,123,IRT,06/29/2020,21:00:00,REGULAR,6373737,2656977
146315,R168A,R168,00-00-01,96 ST,123,IRT,06/30/2020,01:00:00,REGULAR,6373761,2656999
146352,R168A,R168,00-00-02,96 ST,123,IRT,06/29/2020,05:00:00,REGULAR,144985,94637
146353,R168A,R168,00-00-02,96 ST,123,IRT,06/29/2020,09:00:00,REGULAR,145028,94713
146354,R168A,R168,00-00-02,96 ST,123,IRT,06/29/2020,13:00:00,REGULAR,145078,94775
146355,R168A,R168,00-00-02,96 ST,123,IRT,06/29/2020,17:00:00,REGULAR,145184,94859
146356,R168A,R168,00-00-02,96 ST,123,IRT,06/29/2020,21:00:00,REGULAR,145266,94944
146357,R168A,R168,00-00-02,96 ST,123,IRT,06/30/2020,01:00:00,REGULAR,145283,94967
146394,R168A,R168,00-02-00,96 ST,123,IRT,06/29/2020,05:00:00,REGULAR,6669232,7900063
146395,R168A,R168,00-02-00,96 ST,123,IRT,06/29/2020,09:00:00,REGULAR,6669261,7900142
146396,R168A,R168,00-02-00,96 ST,123,IRT,06/29/2020,13:00:00,REGULAR,6669286,7900205
146397,R168A,R168,00-02-00,96 ST,123,IRT,06/29/2020,17:00:00,REGULAR,6669336,7900293
146398,R168A,R168,00-02-00,96 ST,123,IRT,06/29/2020,21:00:00,REGULAR,6669374,7900355
146399,R168A,R168,00-02-00,96 ST,123,IRT,06/30/2020,01:00:00,REGULAR,6669386,7900379
146436,R168A,R168,00-03-00,96 ST,123,IRT,06/29/2020,05:00:00,REGULAR,4666262,10442951
146437,R168A,R168,00-03-00,96 ST,123,IRT,06/29/2020,09:00:00,REGULAR,4666286,10443111
146438,R168A,R168,00-03-00,96 ST,123,IRT,06/29/2020,13:00:00,REGULAR,4666317,10443230
146439,R168A,R168,00-03-00,96 ST,123,IRT,06/29/2020,17:00:00,REGULAR,4666377,10443333
146440,R168A,R168,00-03-00,96 ST,123,IRT,06/29/2020,21:00:00,REGULAR,4666402,10443443
146441,R168A,R168,00-03-00,96 ST,123,IRT,06/30/2020,01:00:00,REGULAR,4666419,10443476
146478,R168A,R168,00-03-01,96 ST,123,IRT,06/29/2020,05:00:00,REGULAR,4168048,5254314
146479,R168A,R168,00-03-01,96 ST,123,IRT,06/29/2020,09:00:00,REGULAR,4168099,5254423
146480,R168A,R168,00-03-01,96 ST,123,IRT,06/29/2020,13:00:00,REGULAR,4168162,5254499
146481,R168A,R168,00-03-01,96 ST,123,IRT,06/29/2020,17:00:00,REGULAR,4168276,5254604
146482,R168A,R168,00-03-01,96 ST,123,IRT,06/29/2020,21:00:00,REGULAR,4168374,5254691
146483,R168A,R168,00-03-01,96 ST,123,IRT,06/30/2020,01:00:00,REGULAR,4168405,5254724
146520,R168A,R168,00-03-02,96 ST,123,IRT,06/29/2020,05:00:00,REGULAR,12198905,11771445
146521,R168A,R168,00-03-02,96 ST,123,IRT,06/29/2020,09:00:00,REGULAR,12198984,11771504
146522,R168A,R168,00-03-02,96 ST,123,IRT,06/29/2020,13:00:00,REGULAR,12199062,11771538
146523,R168A,R168,00-03-02,96 ST,123,IRT,06/29/2020,17:00:00,REGULAR,12199249,11771603
146524,R168A,R168,00-03-02,96 ST,123,IRT,06/29/2020,21:00:00,REGULAR,12199394,11771643
146525,R168A,R168,00-03-02,96 ST,123,IRT,06/30/2020,01:00:00,REGULAR,12199432,11771659
146562,R169,R168,01-00-00,96 ST,123,IRT,06/29/2020,05:00:00,REGULAR,1832336,2521652
146563,R169,R168,01-00-00,96 ST,123,IRT,06/29/2020,09:00:00,REGULAR,1832336,2521720
146564,R169,R168,01-00-00,96 ST,123,IRT,06/29/2020,13:00:00,REGULAR,1832336,2521780
146565,R169,R168,01-00-00,96 ST,123,IRT,06/29/2020,17:00:00,REGULAR,1832336,2521856
146566,R169,R168,01-00-00,96 ST,123,IRT,06/29/2020,21:00:00,REGULAR,1832336,2521893
146567,R169,R168,01-00-00,96 ST,123,IRT,06/30/2020,01:00:00,REGULAR,1832336,2521916
146604,R169,R168,01-00-01,96 ST,123,IRT,06/29/2020,05:00:00,REGULAR,1701527,1046475
146605,R169,R168,01-00-01,96 ST,123,IRT,06/29/2020,09:00:00,REGULAR,1701595,1046498
146606,R169,R168,01-00-01,96 ST,123,IRT,06/29/2020,13:00:00,REGULAR,1701660,1046552
146607,R169,R168,01-00-01,96 ST,123,IRT,06/29/2020,17:00:00,REGULAR,1701788,1046602
146608,R169,R168,01-00-01,96 ST,123,IRT,06/29/2020,21:00:00,REGULAR,1701861,1046627
146609,R169,R168,01-00-01,96 ST,123,IRT,06/30/2020,01:00:00,REGULAR,1701893,1046640
146646,R169,R168,01-00-02,96 ST,123,IRT,06/29/2020,05:00:00,REGULAR,630322,465064
146647,R169,R168,01-00-02,96 ST,123,IRT,06/29/2020,09:00:00,REGULAR,630342,465093
146648,R169,R168,01-00-02,96 ST,123,IRT,06/29/2020,13:00:00,REGULAR,630381,465121
146649,R169,R168,01-00-02,96 ST,123,IRT,06/29/2020,17:00:00,REGULAR,630452,465144
146650,R169,R168,01-00-02,96 ST,123,IRT,06/29/2020,21:00:00,REGULAR,630497,465165
146651,R169,R168,01-00-02,96 ST,123,IRT,06/30/2020,01:00:00,REGULAR,630511,465172
146688,R169,R168,01-00-03,96 ST,123,IRT,06/29/2020,05:00:00,REGULAR,3288313,3590342
146689,R169,R168,01-00-03,96 ST,123,IRT,06/29/2020,09:00:00,REGULAR,3288325,3590375
146690,R169,R168,01-00-03,96 ST,123,IRT,06/29/2020,13:00:00,REGULAR,3288355,3590397
146691,R169,R168,01-00-03,96 ST,123,IRT,06/29/2020,17:00:00,REGULAR,3288411,3590438
146692,R169,R168,01-00-03,96 ST,123,IRT,06/29/2020,21:00:00,REGULAR,3288447,3590478
146693,R169,R168,01-00-03,96 ST,123,IRT,06/30/2020,01:00:00,REGULAR,3288466,3590490
146730,R169,R168,01-00-04,96 ST,123,IRT,06/29/2020,05:00:00,REGULAR,826614,1517327
146731,R169,R168,01-00-04,96 ST,123,IRT,06/29/2020,09:00:00,REGULAR,826636,1517401
146732,R169,R168,01-00-04,96 ST,123,IRT,06/29/2020,13:00:00,REGULAR,826653,1517451
146733,R169,R168,01-00-04,96 ST,123,IRT,06/29/2020,17:00:00,REGULAR,826701,1517510
146734,R169,R168,01-00-04,96 ST,123,IRT,06/29/2020,21:00:00,REGULAR,826738,1517564
146735,R169,R168,01-00-04,96 ST,123,IRT,06/30/2020,01:00:00,REGULAR,826748,1517591
146772,R169,R168,01-00-05,96 ST,123,IRT,06/29/2020,05:00:00,REGULAR,1074674,2253506
146773,R169,R168,01-00-05,96 ST,123,IRT,06/29/2020,09:00:00,REGULAR,1074692,2253613
146774,R169,R168,01-00-05,96 ST,123,IRT,06/29/2020,13:00:00,REGULAR,1074728,2253707
146775,R169,R168,01-00-05,96 ST,123,IRT,06/29/2020,17:00:00,REGULAR,1074787,2253839
146776,R169,R168,01-00-05,96 ST,123,IRT,06/29/2020,21:00:00,REGULAR,1074830,2253934
146777,R169,R168,01-00-05,96 ST,123,IRT,06/30/2020,01:00:00,REGULAR,1074848,2253979
146814,R169,R168,01-03-00,96 ST,123,IRT,06/29/2020,05:00:00,REGULAR,4074380,21269666
146815,R169,R168,01-03-00,96 ST,123,IRT,06/29/2020,09:00:00,REGULAR,4074408,21270010
146816,R169,R168,01-03-00,96 ST,123,IRT,06/29/2020,13:00:00,REGULAR,4074453,21270286
146817,R169,R168,01-03-00,96 ST,123,IRT,06/29/2020,17:00:00,REGULAR,4074540,21270660
146818,R169,R168,01-03-00,96 ST,123,IRT,06/29/2020,21:00:00,REGULAR,4074618,21270929
146819,R169,R168,01-03-00,96 ST,123,IRT,06/30/2020,01:00:00,REGULAR,4074655,21271050
146856,R169,R168,01-03-01,96 ST,123,IRT,06/29/2020,05:00:00,REGULAR,1602971,3977423
146857,R169,R168,01-03-01,96 ST,123,IRT,06/29/2020,09:00:00,REGULAR,1603031,3977606
146858,R169,R168,01-03-01,96 ST,123,IRT,06/29/2020,13:00:00,REGULAR,1603091,3977762
146859,R169,R168,01-03-01,96 ST,123,IRT,06/29/2020,17:00:00,REGULAR,1603258,3977955
146860,R169,R168,01-03-01,96 ST,123,IRT,06/29/2020,21:00:00,REGULAR,1603352,3978123
146861,R169,R168,01-03-01,96 ST,123,IRT,06/30/2020,01:00:00,REGULAR,1603403,3978188
146898,R169,R168,01-03-02,96 ST,123,IRT,06/29/2020,05:00:00,REGULAR,9444499,9055241
146899,R169,R168,01-03-02,96 ST,123,IRT,06/29/2020,09:00:00,REGULAR,9444571,9055375
146900,R169,R168,01-03-02,96 ST,123,IRT,06/29/2020,13:00:00,REGULAR,9444660,9055479
146901,R169,R168,01-03-02,96 ST,123,IRT,06/29/2020,17:00:00,REGULAR,9444881,9055593
146902,R169,R168,01-03-02,96 ST,123,IRT,06/29/2020,21:00:00,REGULAR,9445042,9055701
146903,R169,R168,01-03-02,96 ST,123,IRT,06/30/2020,01:00:00,REGULAR,9445085,9055740
146940,R169,R168,01-03-03,96 ST,123,IRT,06/29/2020,05:00:00,REGULAR,10864181,4330558
146941,R169,R168,01-03-03,96 ST,123,IRT,06/29/2020,09:00:00,REGULAR,10864276,4330709
146942,R169,R168,01-03-03,96 ST,123,IRT,06/29/2020,13:00:00,REGULAR,10864406,4330815
146943,R169,R168,01-03-03,96 ST,123,IRT,06/29/2020,17:00:00,REGULAR,10864627,4330940
146944,R169,R168,01-03-03,96 ST,123,IRT,06/29/2020,21:00:00,REGULAR,10864785,4331008
146945,R169,R168,01-03-03,96 ST,123,IRT,06/30/2020,01:00:00,REGULAR,10864849,4331045
146982,R169,R168,01-03-04,96 ST,123,IRT,06/29/2020,05:00:00,REGULAR,2368131,582384
146983,R169,R168,01-03-04,96 ST,123,IRT,06/29/2020,09:00:00,REGULAR,2368245,582537
146984,R169,R168,01-03-04,96 ST,123,IRT,06/29/2020,13:00:00,REGULAR,2368402,582649
146985,R169,R168,01-03-04,96 ST,123,IRT,06/29/2020,17:00:00,REGULAR,2368632,582771
146986,R169,R168,01-03-04,96 ST,123,IRT,06/29/2020,21:00:00,REGULAR,2368792,582827
146987,R169,R168,01-03-04,96 ST,123,IRT,06/30/2020,01:00:00,REGULAR,2368844,582856
147024,R169,R168,01-03-05,96 ST,123,IRT,06/29/2020,05:00:00,REGULAR,22821789,14773660
147025,R169,R168,01-03-05,96 ST,123,IRT,06/29/2020,09:00:00,REGULAR,22821903,14773822
147026,R169,R168,01-03-05,96 ST,123,IRT,06/29/2020,13:00:00,REGULAR,22822031,14773921
147027,R169,R168,01-03-05,96 ST,123,IRT,06/29/2020,17:00:00,REGULAR,22822211,14774034
147028,R169,R168,01-03-05,96 ST,123,IRT,06/29/2020,21:00:00,REGULAR,22822337,14774085
147029,R169,R168,01-03-05,96 ST,123,IRT,06/30/2020,01:00:00,REGULAR,22822385,14774125
147066,R169,R168,01-05-00,96 ST,123,IRT,06/29/2020,05:00:00,REGULAR,4189,0
147067,R169,R168,01-05-00,96 ST,123,IRT,06/29/2020,09:00:00,REGULAR,4189,0
147068,R169,R168,01-05-00,96 ST,123,IRT,06/29/2020,13:00:00,REGULAR,4189,0
147069,R169,R168,01-05-00,96 ST,123,IRT,06/29/2020,17:00:00,REGULAR,4189,0
147070,R169,R168,01-05-00,96 ST,123,IRT,06/29/2020,21:00:00,REGULAR,4189,0
147071,R169,R168,01-05-00,96 ST,123,IRT,06/30/2020,01:00:00,REGULAR,4189,0
147108,R169,R168,01-05-01,96 ST,123,IRT,06/29/2020,05:00:00,REGULAR,0,1642
147109,R169,R168,01-05-01,96 ST,123,IRT,06/29/2020,09:00:00,REGULAR,0,1642
147110,R169,R168,01-05-01,96 ST,123,IRT,06/29/2020,13:00:00,REGULAR,0,1642
147111,R169,R168,01-05-01,96 ST,123,IRT,06/29/2020,17:00:00,REGULAR,0,1643
147112,R169,R168,01-05-01,96 ST,123,IRT,06/29/2020,21:00:00,REGULAR,0,1643
147113,R169,R168,01-05-01,96 ST,123,IRT,06/30/2020,01:00:00,REGULAR,0,1643
147150,R169,R168,01-07-00,96 ST,123,IRT,06/29/2020,05:00:00,REGULAR,67110863,16777216
147151,R169,R168,01-07-00,96 ST,123,IRT,06/29/2020,09:00:00,REGULAR,67110863,16777216
147152,R169,R168,01-07-00,96 ST,123,IRT,06/29/2020,13:00:00,REGULAR,67110863,16777216
147153,R169,R168,01-07-00,96 ST,123,IRT,06/29/2020,17:00:00,REGULAR,67110863,16777216
147154,R169,R168,01-07-00,96 ST,123,IRT,06/29/2020,21:00:00,REGULAR,67110863,16777216
147155,R169,R168,01-07-00,96 ST,123,IRT,06/30/2020,01:00:00,REGULAR,67110863,16777216
147192,R169,R168,01-07-01,96 ST,123,IRT,06/29/2020,05:00:00,REGULAR,131072,66550
147193,R169,R168,01-07-01,96 ST,123,IRT,06/29/2020,09:00:00,REGULAR,131072,66550
147194,R169,R168,01-07-01,96 ST,123,IRT,06/29/2020,13:00:00,REGULAR,131072,66550
147195,R169,R168,01-07-01,96 ST,123,IRT,06/29/2020,17:00:00,REGULAR,131072,66550
147196,R169,R168,01-07-01,96 ST,123,IRT,06/29/2020,21:00:00,REGULAR,131072,66550
147197,R169,R168,01-07-01,96 ST,123,IRT,06/30/2020,01:00:00,REGULAR,131072,66550
168112,R251,R144,00-00-00,96 ST,6,IRT,06/29/2020,05:00:00,REGULAR,23874040,15673256
168113,R251,R144,00-00-00,96 ST,6,IRT,06/29/2020,09:00:00,REGULAR,23874145,15673651
168114,R251,R144,00-00-00,96 ST,6,IRT,06/29/2020,13:00:00,REGULAR,23874288,15673899
168115,R251,R144,00-00-00,96 ST,6,IRT,06/29/2020,17:00:00,REGULAR,23874570,15674106
168116,R251,R144,00-00-00,96 ST,6,IRT,06/29/2020,21:00:00,REGULAR,23874761,15674250
168117,R251,R144,00-00-00,96 ST,6,IRT,06/30/2020,01:00:00,REGULAR,23874822,15674319
168154,R251,R144,00-00-01,96 ST,6,IRT,06/29/2020,05:00:00,REGULAR,24544539,9063626
168155,R251,R144,00-00-01,96 ST,6,IRT,06/29/2020,09:00:00,REGULAR,24544597,9063804
168156,R251,R144,00-00-01,96 ST,6,IRT,06/29/2020,13:00:00,REGULAR,24544678,9063921
168157,R251,R144,00-00-01,96 ST,6,IRT,06/29/2020,17:00:00,REGULAR,24544852,9064020
168158,R251,R144,00-00-01,96 ST,6,IRT,06/29/2020,21:00:00,REGULAR,24544978,9064084
168159,R251,R144,00-00-01,96 ST,6,IRT,06/30/2020,01:00:00,REGULAR,24545015,9064115
168196,R251,R144,00-00-02,96 ST,6,IRT,06/29/2020,05:00:00,REGULAR,17856328,4554538
168197,R251,R144,00-00-02,96 ST,6,IRT,06/29/2020,09:00:00,REGULAR,17856365,4554657
168198,R251,R144,00-00-02,96 ST,6,IRT,06/29/2020,13:00:00,REGULAR,17856422,4554718
168199,R251,R144,00-00-02,96 ST,6,IRT,06/29/2020,17:00:00,REGULAR,17856566,4554779
168200,R251,R144,00-00-02,96 ST,6,IRT,06/29/2020,21:00:00,REGULAR,17856655,4554813
168201,R251,R144,00-00-02,96 ST,6,IRT,06/30/2020,01:00:00,REGULAR,17856680,4554823
168238,R251,R144,00-03-00,96 ST,6,IRT,06/29/2020,05:00:00,REGULAR,19535728,3673537
168239,R251,R144,00-03-00,96 ST,6,IRT,06/29/2020,09:00:00,REGULAR,19535773,3673647
168240,R251,R144,00-03-00,96 ST,6,IRT,06/29/2020,13:00:00,REGULAR,19535827,3673698
168241,R251,R144,00-03-00,96 ST,6,IRT,06/29/2020,17:00:00,REGULAR,19536031,3673737
168242,R251,R144,00-03-00,96 ST,6,IRT,06/29/2020,21:00:00,REGULAR,19536166,3673765
168243,R251,R144,00-03-00,96 ST,6,IRT,06/30/2020,01:00:00,REGULAR,19536196,3673773
168280,R251,R144,00-03-01,96 ST,6,IRT,06/29/2020,05:00:00,REGULAR,3957125,590563
168281,R251,R144,00-03-01,96 ST,6,IRT,06/29/2020,09:00:00,REGULAR,3957176,590662
168282,R251,R144,00-03-01,96 ST,6,IRT,06/29/2020,13:00:00,REGULAR,3957248,590713
168283,R251,R144,00-03-01,96 ST,6,IRT,06/29/2020,17:00:00,REGULAR,3957518,590754
168284,R251,R144,00-03-01,96 ST,6,IRT,06/29/2020,21:00:00,REGULAR,3957708,590783
168285,R251,R144,00-03-01,96 ST,6,IRT,06/30/2020,01:00:00,REGULAR,3957747,590796
168322,R251,R144,00-03-02,96 ST,6,IRT,06/29/2020,05:00:00,REGULAR,645965909,268798
168323,R251,R144,00-03-02,96 ST,6,IRT,06/29/2020,09:00:00,REGULAR,645966073,268996
168324,R251,R144,00-03-02,96 ST,6,IRT,06/29/2020,13:00:00,REGULAR,645966297,269130
168325,R251,R144,00-03-02,96 ST,6,IRT,06/29/2020,17:00:00,REGULAR,645966861,269219
168326,R251,R144,00-03-02,96 ST,6,IRT,06/29/2020,21:00:00,REGULAR,645967336,269274
168327,R251,R144,00-03-02,96 ST,6,IRT,06/30/2020,01:00:00,REGULAR,645967441,269297
48666,N039,R251,01-00-00,96 ST,BC,IND,06/22/2020,04:00:00,REGULAR,2894811,1012783
48667,N039,R251,01-00-00,96 ST,BC,IND,06/22/2020,08:00:00,REGULAR,2894838,1012790
48668,N039,R251,01-00-00,96 ST,BC,IND,06/22/2020,12:00:00,REGULAR,2894889,1012814
48669,N039,R251,01-00-00,96 ST,BC,IND,06/22/2020,16:00:00,REGULAR,2894973,1012839
48670,N039,R251,01-00-00,96 ST,BC,IND,06/22/2020,20:00:00,REGULAR,2895119,1012867
48671,N039,R251,01-00-00,96 ST,BC,IND,06/23/2020,00:00:00,REGULAR,2895151,1012877
48708,N039,R251,01-00-01,96 ST,BC,IND,06/22/2020,04:00:00,REGULAR,309267,151608
48709,N039,R251,01-00-01,96 ST,BC,IND,06/22/2020,08:00:00,REGULAR,309292,151633
48710,N039,R251,01-00-01,96 ST,BC,IND,06/22/2020,12:00:00,REGULAR,309353,151673
48711,N039,R251,01-00-01,96 ST,BC,IND,06/22/2020,16:00:00,REGULAR,309448,151701
48712,N039,R251,01-00-01,96 ST,BC,IND,06/22/2020,20:00:00,REGULAR,309612,151730
48713,N039,R251,01-00-01,96 ST,BC,IND,06/23/2020,00:00:00,REGULAR,309648,151738
48750,N039,R251,01-00-02,96 ST,BC,IND,06/22/2020,04:00:00,REGULAR,6270032,5954290
48751,N039,R251,01-00-02,96 ST,BC,IND,06/22/2020,08:00:00,REGULAR,6270043,5954359
48752,N039,R251,01-00-02,96 ST,BC,IND,06/22/2020,12:00:00,REGULAR,6270079,5954505
48753,N039,R251,01-00-02,96 ST,BC,IND,06/22/2020,16:00:00,REGULAR,6270151,5954607
48754,N039,R251,01-00-02,96 ST,BC,IND,06/22/2020,20:00:00,REGULAR,6270287,5954689
48755,N039,R251,01-00-02,96 ST,BC,IND,06/23/2020,00:00:00,REGULAR,6270308,5954723
48792,N039,R251,01-06-00,96 ST,BC,IND,06/22/2020,04:00:00,REGULAR,606666,218523
48793,N039,R251,01-06-00,96 ST,BC,IND,06/22/2020,08:00:00,REGULAR,606666,218526
48794,N039,R251,01-06-00,96 ST,BC,IND,06/22/2020,12:00:00,REGULAR,606666,218528
48795,N039,R251,01-06-00,96 ST,BC,IND,06/22/2020,16:00:00,REGULAR,606667,218530
48796,N039,R251,01-06-00,96 ST,BC,IND,06/22/2020,20:00:00,REGULAR,606668,218533
48797,N039,R251,01-06-00,96 ST,BC,IND,06/23/2020,00:00:00,REGULAR,606668,218533
48834,N039,R251,01-06-01,96 ST,BC,IND,06/22/2020,04:00:00,REGULAR,982552,637316
48835,N039,R251,01-06-01,96 ST,BC,IND,06/22/2020,08:00:00,REGULAR,982556,637321
48836,N039,R251,01-06-01,96 ST,BC,IND,06/22/2020,12:00:00,REGULAR,982558,637331
48837,N039,R251,01-06-01,96 ST,BC,IND,06/22/2020,16:00:00,REGULAR,982581,637335
48838,N039,R251,01-06-01,96 ST,BC,IND,06/22/2020,20:00:00,REGULAR,982621,637349
48839,N039,R251,01-06-01,96 ST,BC,IND,06/23/2020,00:00:00,REGULAR,982629,637350
48876,N040,R251,00-00-00,96 ST,BC,IND,06/22/2020,04:00:00,REGULAR,728144,1907683
48877,N040,R251,00-00-00,96 ST,BC,IND,06/22/2020,08:00:00,REGULAR,728145,1907745
48878,N040,R251,00-00-00,96 ST,BC,IND,06/22/2020,12:00:00,REGULAR,728150,1907858
48879,N040,R251,00-00-00,96 ST,BC,IND,06/22/2020,16:00:00,REGULAR,728169,1907943
48880,N040,R251,00-00-00,96 ST,BC,IND,06/22/2020,20:00:00,REGULAR,728196,1908021
48881,N040,R251,00-00-00,96 ST,BC,IND,06/23/2020,00:00:00,REGULAR,728203,1908033
48918,N040,R251,00-00-01,96 ST,BC,IND,06/22/2020,04:00:00,REGULAR,8282601,10734922
48919,N040,R251,00-00-01,96 ST,BC,IND,06/22/2020,08:00:00,REGULAR,8282610,10734997
48920,N040,R251,00-00-01,96 ST,BC,IND,06/22/2020,12:00:00,REGULAR,8282623,10735105
48921,N040,R251,00-00-01,96 ST,BC,IND,06/22/2020,16:00:00,REGULAR,8282655,10735194
48922,N040,R251,00-00-01,96 ST,BC,IND,06/22/2020,20:00:00,REGULAR,8282728,10735265
48923,N040,R251,00-00-01,96 ST,BC,IND,06/23/2020,00:00:00,REGULAR,8282732,10735277
48960,N040,R251,00-00-02,96 ST,BC,IND,06/22/2020,04:00:00,REGULAR,11912420,7497968
